time,q1,q2,q3,q4,q5,q6,q1_dot,q2_dot,q3_dot,q4_dot,q5_dot,q6_dot,q1_ddot,q2_ddot,q3_ddot,q4_ddot,q5_ddot,q6_ddot,tau1,tau2,tau3,tau4,tau5,tau6
3.200000000000000067e-01,1.866282131095968423e-03,-1.569552138707499322e+00,1.570796326794896558e+00,-1.572040514882293794e+00,-1.570796326794896558e+00,1.244188087397312282e-03,1.691035703770769200e-02,1.127357135847179524e-02,0.000000000000000000e+00,-1.127357135847179177e-02,0.000000000000000000e+00,1.127357135847179351e-02,9.846308317896040885e-02,6.564205545264027719e-02,0.000000000000000000e+00,-6.564205545264024944e-02,0.000000000000000000e+00,6.564205545264026331e-02,6.054632340344437424e-02,-1.745276324561565318e+01,-1.745354679624947991e+01,-1.629441191268881761e+00,1.259972053963289394e-03,-3.740766377145580082e-16
3.519999999999999796e-01,2.459128335616601879e-03,-1.569156907904485587e+00,1.570796326794896558e+00,-1.572435745685307529e+00,-1.570796326794896558e+00,1.639418890411067703e-03,2.018267282848077229e-02,1.345511521898718268e-02,0.000000000000000000e+00,-1.345511521898717748e-02,0.000000000000000000e+00,1.345511521898717922e-02,1.059898226890761685e-01,7.065988179271745495e-02,0.000000000000000000e+00,-7.065988179271742720e-02,0.000000000000000000e+00,7.065988179271744107e-02,6.535087421359955795e-02,-1.746218661420874696e+01,-1.745052365584021814e+01,-1.629134145137617340e+00,1.357859932147570826e-03,6.115203115705142531e-16
3.840000000000000080e-01,3.160474154065004600e-03,-1.568689344025519850e+00,1.570796326794896558e+00,-1.572903309564273266e+00,-1.570796326794896558e+00,2.106982769376669444e-03,2.368946012657771605e-02,1.579297341771847968e-02,0.000000000000000000e+00,-1.579297341771847274e-02,0.000000000000000000e+00,1.579297341771847621e-02,1.131185406462992121e-01,7.541236043086615992e-02,0.000000000000000000e+00,-7.541236043086611829e-02,0.000000000000000000e+00,7.541236043086613217e-02,6.996986323601506186e-02,-1.747498273455136086e+01,-1.744763768569023199e+01,-1.628840581121967723e+00,1.451180582330651629e-03,1.540991021287020683e-15
4.160000000000000364e-01,3.977619899618284327e-03,-1.568144580195151017e+00,1.570796326794896558e+00,-1.573448073394642099e+00,-1.570796326794896558e+00,2.651746599745522740e-03,2.741807711522731283e-02,1.827871807681821087e-02,0.000000000000000000e+00,-1.827871807681820393e-02,0.000000000000000000e+00,1.827871807681820740e-02,1.198551666082144224e-01,7.990344440547629545e-02,0.000000000000000000e+00,-7.990344440547625382e-02,0.000000000000000000e+00,7.990344440547626770e-02,7.441423160503611578e-02,-1.749134810872518742e+01,-1.744488284295692537e+01,-1.628559971767991055e+00,1.540073164158448863e-03,2.937619305401803564e-16
4.480000000000000093e-01,4.917464383250354058e-03,-1.567518017206062986e+00,1.570796326794896558e+00,-1.574074636383730130e+00,-1.570796326794896558e+00,3.278309588833569228e-03,3.135607172350104999e-02,2.090404781566736897e-02,0.000000000000000000e+00,-2.090404781566736203e-02,0.000000000000000000e+00,2.090404781566736550e-02,1.262056301324068486e-01,8.413708675493790368e-02,0.000000000000000000e+00,-8.413708675493786204e-02,0.000000000000000000e+00,8.413708675493788980e-02,7.869479293406193843e-02,-1.751146773764931552e+01,-1.744225267369492016e+01,-1.628291802427768165e+00,1.624674982545494398e-03,1.311566972640489110e-15
4.799999999999999822e-01,5.986510985598905016e-03,-1.566805319471163971e+00,1.570796326794896558e+00,-1.574787334118629145e+00,-1.570796326794896558e+00,3.991007323732603633e-03,3.549118162631320628e-02,2.366078775087547548e-02,0.000000000000000000e+00,-2.366078775087546507e-02,0.000000000000000000e+00,2.366078775087546854e-02,1.321758607764614291e-01,8.811724051764097121e-02,0.000000000000000000e+00,-8.811724051764092958e-02,0.000000000000000000e+00,8.811724051764094345e-02,8.282215447177221357e-02,-1.753551521883637321e+01,-1.743974029295891626e+01,-1.628035564135085878e+00,1.705120655418244056e-03,-7.846782579445776311e-16
5.120000000000000107e-01,7.190873728832362054e-03,-1.566002410975674941e+00,1.570796326794896558e+00,-1.575590242614118175e+00,-1.570796326794896558e+00,4.793915819221574413e-03,3.981133424442068885e-02,2.654088949628046618e-02,0.000000000000000000e+00,-2.654088949628045230e-02,0.000000000000000000e+00,2.654088949628045924e-02,1.377717880979632270e-01,9.184785873197549855e-02,0.000000000000000000e+00,-9.184785873197547079e-02,0.000000000000000000e+00,9.184785873197548467e-02,8.680664611664473673e-02,-1.756365283873978456e+01,-1.743733834799243709e+01,-1.627790763917553951e+00,1.781541354290464355e-03,1.628229821567992262e-15
5.440000000000000391e-01,8.536283348516854677e-03,-1.565105471229218725e+00,1.570796326794896558e+00,-1.576487182360574391e+00,-1.570796326794896558e+00,5.690855565677902829e-03,4.430464674442319978e-02,2.953643116294880216e-02,0.000000000000000000e+00,-2.953643116294879176e-02,0.000000000000000000e+00,2.953643116294879523e-02,1.429993416544971807e-01,9.533289443633145843e-02,0.000000000000000000e+00,-9.533289443633143068e-02,0.000000000000000000e+00,9.533289443633144455e-02,9.065825675681363216e-02,-1.759603167157814596e+01,-1.743503899305778759e+01,-1.627556923422895041e+00,1.854064116625599905e-03,3.907185059822675008e-16
5.760000000000000675e-01,1.002809336548319240e-02,-1.564110931217907785e+00,1.570796326794896558e+00,-1.577481722371885331e+00,-1.570796326794896558e+00,6.685395576988794643e-03,4.895942603876310417e-02,3.263961735917540741e-02,0.000000000000000000e+00,-3.263961735917539353e-02,0.000000000000000000e+00,3.263961735917540047e-02,1.478644510036483395e-01,9.857630066909892075e-02,0.000000000000000000e+00,-9.857630066909887911e-02,0.000000000000000000e+00,9.857630066909889299e-02,9.438657741362112275e-02,-1.763279169012913528e+01,-1.743283386893140019e+01,-1.627333585765669222e+00,1.922811228709080719e-03,-1.337339951623552029e-15
6.079999999999999849e-01,1.167128615769381060e-02,-1.563015469356433984e+00,1.570796326794896558e+00,-1.578577184233359132e+00,-1.570796326794896558e+00,7.780857438462539244e-03,5.376416878572551350e-02,3.584277919048368261e-02,0.000000000000000000e+00,-3.584277919048366873e-02,0.000000000000000000e+00,3.584277919048367567e-02,1.523730457030016694e-01,1.015820304686678027e-01,0.000000000000000000e+00,-1.015820304686677611e-01,0.000000000000000000e+00,1.015820304686677750e-01,9.800075068627379926e-02,-1.767406185846664002e+01,-1.743071406658475553e+01,-1.627120314971780113e+00,1.987899678302342248e-03,2.949392804901307068e-15
6.400000000000000133e-01,1.347047903210977018e-02,-1.561816007440156806e+00,1.570796326794896558e+00,-1.579776646149636310e+00,-1.570796326794896558e+00,8.980319354739845633e-03,5.870756138943826474e-02,3.913837425962551214e-02,0.000000000000000000e+00,-3.913837425962549826e-02,0.000000000000000000e+00,3.913837425962550520e-02,1.565310553101421642e-01,1.043540368734281326e-01,0.000000000000000000e+00,-1.043540368734280910e-01,0.000000000000000000e+00,1.043540368734281049e-01,1.015094260152414052e-01,-1.771996025762520688e+01,-1.742867011354561768e+01,-1.626916698690309637e+00,2.049440674857380511e-03,-1.310887820144720523e-14
6.720000000000000417e-01,1.542993029655770169e-02,-1.560509706597191348e+00,1.570796326794896558e+00,-1.581082946992601768e+00,-1.570796326794896558e+00,1.028662019770513331e-02,6.377847999987192040e-02,4.251898666658128489e-02,0.000000000000000000e+00,-4.251898666658126408e-02,0.000000000000000000e+00,4.251898666658127796e-02,1.603444093826548733e-01,1.068962729217699248e-01,0.000000000000000000e+00,-1.068962729217698832e-01,0.000000000000000000e+00,1.068962729217698970e-01,1.049207203065815747e-01,-1.777059419002360841e+01,-1.742669194255414311e+01,-1.626722349919319965e+00,2.107539237506676939e-03,7.595782331524245833e-15
7.039999999999999591e-01,1.755354533159674338e-02,-1.559093963240498759e+00,1.570796326794896558e+00,-1.582498690349294357e+00,-1.570796326794896558e+00,1.170236355439782834e-02,6.896599051283969217e-02,4.597732700855980403e-02,0.000000000000000000e+00,-4.597732700855978322e-02,0.000000000000000000e+00,4.597732700855979016e-02,1.638190374781246517e-01,1.092126916520831242e-01,0.000000000000000000e+00,-1.092126916520830826e-01,0.000000000000000000e+00,1.092126916520830965e-01,1.082421834923767284e-01,-1.782606030867952640e+01,-1.742476888668297264e+01,-1.626536908465049169e+00,2.162293847949199599e-03,1.853197503921707956e-14
7.359999999999999876e-01,1.984488266238561283e-02,-1.557566405019972899e+00,1.570796326794896558e+00,-1.584026248569820217e+00,-1.570796326794896558e+00,1.322992177492374188e-02,7.425934856999767686e-02,4.950623237999846049e-02,0.000000000000000000e+00,-4.950623237999843967e-02,0.000000000000000000e+00,4.950623237999845355e-02,1.669608691541366596e-01,1.113072461027577870e-01,0.000000000000000000e+00,-1.113072461027577315e-01,0.000000000000000000e+00,1.113072461027577592e-01,1.114807686230579187e-01,-1.788644472630848270e+01,-1.742288965271438173e+01,-1.626360041436057946e+00,2.213796167627132740e-03,8.597258941978829764e-15
7.680000000000000160e-01,2.230716003054943053e-02,-1.555924886774530336e+00,1.570796326794896558e+00,-1.585667766815262780e+00,-1.570796326794896558e+00,1.487144002036628644e-02,7.964799955884450944e-02,5.309866637256301092e-02,0.000000000000000000e+00,-5.309866637256299010e-02,0.000000000000000000e+00,5.309866637256299704e-02,1.697758339682757800e-01,1.131838893121838718e-01,0.000000000000000000e+00,-1.131838893121838302e-01,0.000000000000000000e+00,1.131838893121838441e-01,1.146428061326711656e-01,-1.795182316031535308e+01,-1.742104231195463981e+01,-1.626191447754750552e+00,2.262130106953108045e-03,2.326268756570962593e-14
8.000000000000000444e-01,2.494326046604680019e-02,-1.554167486484198779e+00,1.570796326794896558e+00,-1.587425167105594337e+00,-1.570796326794896558e+00,1.662884031069786564e-02,8.512157861272159898e-02,5.674771907514774422e-02,0.000000000000000000e+00,-5.674771907514771646e-02,0.000000000000000000e+00,5.674771907514773034e-02,1.722698614781270066e-01,1.148465743187513516e-01,0.000000000000000000e+00,-1.148465743187513100e-01,0.000000000000000000e+00,1.148465743187513238e-01,1.177339819411904187e-01,-1.802226105245419774e+01,-1.741921430147987238e+01,-1.626030851774917796e+00,2.307375218524114133e-03,9.657413690791098315e-15
8.320000000000000728e-01,2.775573835903672251e-02,-1.552292501222205301e+00,1.570796326794896558e+00,-1.589300152367587593e+00,-1.570796326794896558e+00,1.850382557269114603e-02,9.066991061081312864e-02,6.044660707387543297e-02,0.000000000000000000e+00,-6.044660707387540521e-02,0.000000000000000000e+00,6.044660707387541909e-02,1.744488812412754442e-01,1.162992541608503239e-01,0.000000000000000000e+00,-1.162992541608502683e-01,0.000000000000000000e+00,1.162992541608502961e-01,1.207593190973583613e-01,-1.809781370711597148e+01,-1.741739240961847202e+01,-1.625878010886031566e+00,2.349599491188182534e-03,-2.629550722159153644e-14
8.639999999999999902e-01,3.074682553174555230e-02,-1.550298443107066104e+00,1.570796326794896558e+00,-1.591294210482727012e+00,-1.570796326794896558e+00,2.049788368783036704e-02,9.628301017814595852e-02,6.418867345209731956e-02,0.000000000000000000e+00,-6.418867345209729180e-02,0.000000000000000000e+00,6.418867345209730568e-02,1.763188228153059756e-01,1.175458818768706643e-01,0.000000000000000000e+00,-1.175458818768706087e-01,0.000000000000000000e+00,1.175458818768706365e-01,1.237231627018383767e-01,-1.817852643536993895e+01,-1.741556277701557676e+01,-1.625732711531770125e+00,2.388867122032480722e-03,-3.651077617479529407e-14
8.960000000000000187e-01,3.391843731033404585e-02,-1.548184035254673852e+00,1.570796326794896558e+00,-1.593408618335119264e+00,-1.570796326794896558e+00,2.261229154022269608e-02,1.019510816855896812e-01,6.796738779039313005e-02,0.000000000000000000e+00,-6.796738779039310230e-02,0.000000000000000000e+00,6.796738779039311618e-02,1.778856157578036778e-01,1.185904105052024565e-01,0.000000000000000000e+00,-1.185904105052024149e-01,0.000000000000000000e+00,1.185904105052024288e-01,1.266291678837604961e-01,-1.826443469971847122e+01,-1.741371091194479703e+01,-1.625594772840218694e+00,2.425231422552495512e-03,-1.971091692630031432e-14
9.280000000000000471e-01,3.727217859676422440e-02,-1.545948207730386992e+00,1.570796326794896558e+00,-1.595644445859406124e+00,-1.570796326794896558e+00,2.484811906450947946e-02,1.076645192498566217e-01,7.177634616657109501e-02,0.000000000000000000e+00,-7.177634616657106725e-02,0.000000000000000000e+00,7.177634616657108113e-02,1.791551896263534616e-01,1.194367930842356595e-01,0.000000000000000000e+00,-1.194367930842356179e-01,0.000000000000000000e+00,1.194367930842356457e-01,1.294802906321522729e-01,-1.835556426235052285e+01,-1.741182168370374228e+01,-1.625464042953590704e+00,2.458742698791345407e-03,-2.544204482420700888e-14
9.599999999999999645e-01,4.080934994066637983e-02,-1.543590093501118865e+00,1.570796326794896558e+00,-1.598002560088674251e+00,-1.570796326794896558e+00,2.720623329377758540e-02,1.134139067335017959e-01,7.560927115566787315e-02,0.000000000000000000e+00,-7.560927115566783152e-02,0.000000000000000000e+00,7.560927115566785928e-02,1.801334739785403205e-01,1.200889826523602183e-01,0.000000000000000000e+00,-1.200889826523601767e-01,0.000000000000000000e+00,1.200889826523601905e-01,1.322787813345987218e-01,-1.845193133899973859e+01,-1.740987935384956842e+01,-1.625340398722757707e+00,2.489441260053912655e-03,3.081199627531260470e-14
9.919999999999999929e-01,4.453095361120607693e-02,-1.541109024387425919e+00,1.570796326794896558e+00,-1.600483629202367197e+00,-1.570796326794896558e+00,2.968730240747071564e-02,1.191900177449228687e-01,7.946001182994859302e-02,0.000000000000000000e+00,-7.946001182994856527e-02,0.000000000000000000e+00,7.946001182994857914e-02,1.808263983719493873e-01,1.205509322479662720e-01,0.000000000000000000e+00,-1.205509322479662165e-01,0.000000000000000000e+00,1.205509322479662443e-01,1.350261808815158004e-01,-1.855354276050055518e+01,-1.740786757854774081e+01,-1.625223748781856159e+00,2.517361135051290975e-03,5.271040213577110323e-14
1.024000000000000021e+00,4.843769966895110357e-02,-1.538504527015595924e+00,1.570796326794896558e+00,-1.603088126574197192e+00,-1.570796326794896558e+00,3.229179977930073109e-02,1.249838156383604598e-01,8.332254375890697784e-02,0.000000000000000000e+00,-8.332254375890695008e-02,0.000000000000000000e+00,8.332254375890696396e-02,1.812398923641655168e-01,1.208265949094436964e-01,0.000000000000000000e+00,-1.208265949094436409e-01,0.000000000000000000e+00,1.208265949094436686e-01,1.377233192511458371e-01,-1.866039613422948307e+01,-1.740576943538459176e+01,-1.625114030058691039e+00,2.542529567626373825e-03,3.094002373813484007e-14
1.056000000000000050e+00,5.253001203773836891e-02,-1.535776318769737747e+00,1.570796326794896558e+00,-1.605816334820055369e+00,-1.570796326794896558e+00,3.502000802515890798e-02,1.307864535138976714e-01,8.719096900926512350e-02,0.000000000000000000e+00,-8.719096900926508187e-02,0.000000000000000000e+00,8.719096900926510962e-02,1.813798855127738141e-01,1.209199236751825612e-01,0.000000000000000000e+00,-1.209199236751825057e-01,0.000000000000000000e+00,1.209199236751825335e-01,1.403703164917764201e-01,-1.877248001395276944e+01,-1.740356745836093566e+01,-1.625011206975772060e+00,2.564967270975421817e-03,-3.221809912994597290e-14
1.088000000000000078e+00,5.680803457654096111e-02,-1.532924303743869343e+00,1.570796326794896558e+00,-1.608668349845923773e+00,-1.570796326794896558e+00,3.787202305102730510e-02,1.365892742174604213e-01,9.105951614497362345e-02,0.000000000000000000e+00,-9.105951614497359570e-02,0.000000000000000000e+00,9.105951614497360957e-02,1.812523073753590785e-01,1.208348715835727422e-01,0.000000000000000000e+00,-1.208348715835727005e-01,0.000000000000000000e+00,1.208348715835727144e-01,1.429665860753694673e-01,-1.888977407525463192e+01,-1.740124365906758541e+01,-1.624915274054314018e+00,2.584688715747851095e-03,-3.792291603328486538e-14
1.120000000000000107e+00,6.127163715133512878e-02,-1.529948568694006417e+00,1.570796326794896558e+00,-1.611644084895786699e+00,-1.570796326794896558e+00,4.084775810089008585e-02,1.423838103408173461e-01,9.492254022721158258e-02,0.000000000000000000e+00,-9.492254022721154094e-02,0.000000000000000000e+00,9.492254022721156870e-02,1.808630875095065538e-01,1.205753916730043784e-01,0.000000000000000000e+00,-1.205753916730043368e-01,0.000000000000000000e+00,1.205753916730043507e-01,1.455108405863488885e-01,-1.901224929089230997e+01,-1.739877956680813753e+01,-1.624826247008083202e+00,2.601702461157750015e-03,-4.976610597124090141e-14
1.152000000000000135e+00,6.592042170696708892e-02,-1.526849378990251749e+00,1.570796326794896558e+00,-1.614743274599541367e+00,-1.570796326794896558e+00,4.394694780464472594e-02,1.481617842215797454e-01,9.877452281438652004e-02,0.000000000000000000e+00,-9.877452281438647841e-02,0.000000000000000000e+00,9.877452281438649229e-02,1.802181554728010948e-01,1.201454369818674150e-01,0.000000000000000000e+00,-1.201454369818673595e-01,0.000000000000000000e+00,1.201454369818673873e-01,1.480010997433400532e-01,-1.913986811320307524e+01,-1.739615626634324030e+01,-1.624744172199953152e+00,2.616011516443695652e-03,-6.616041845551444483e-14
1.183999999999999941e+00,7.075372833902018876e-02,-1.523627174568883191e+00,1.570796326794896558e+00,-1.617965479020909925e+00,-1.570796326794896558e+00,4.716915222601344992e-02,1.539151079432017344e-01,1.026100719621344942e-01,0.000000000000000000e+00,-1.026100719621344526e-01,0.000000000000000000e+00,1.026100719621344803e-01,1.793234408228276677e-01,1.195489605485517831e-01,0.000000000000000000e+00,-1.195489605485517415e-01,0.000000000000000000e+00,1.195489605485517692e-01,1.504347007863847396e-01,-1.927258467001505693e+01,-1.739335444470081882e+01,-1.624669114647778967e+00,2.627613738872795843e-03,-1.249831535719645158e-13
1.215999999999999970e+00,7.577064136568179009e-02,-1.520282565884442105e+00,1.570796326794896558e+00,-1.621310087705351011e+00,-1.570796326794896558e+00,5.051376091045452904e-02,1.596358833349801054e-01,1.064239222233200888e-01,0.000000000000000000e+00,-1.064239222233200471e-01,0.000000000000000000e+00,1.064239222233200610e-01,1.781848731171713496e-01,1.187899154114475803e-01,0.000000000000000000e+00,-1.187899154114475248e-01,0.000000000000000000e+00,1.187899154114475525e-01,1.528083112350551998e-01,-1.941034495633201118e+01,-1.739035443283426119e+01,-1.624601164406611176e+00,2.636502254652439529e-03,9.958038458390689708e-15
1.247999999999999998e+00,8.096999539961022285e-02,-1.516816329861823132e+00,1.570796326794896558e+00,-1.624776323727969984e+00,-1.570796326794896558e+00,5.397999693307347496e-02,1.653164019720543276e-01,1.102109346480362323e-01,0.000000000000000000e+00,-1.102109346480361768e-01,0.000000000000000000e+00,1.102109346480362045e-01,1.768083819134171064e-01,1.178722546089447515e-01,0.000000000000000000e+00,-1.178722546089446960e-01,0.000000000000000000e+00,1.178722546089447237e-01,1.551179440885301353e-01,-1.955308702895658257e+01,-1.738713626703357207e+01,-1.624540431477932811e+00,2.642665910035442607e-03,2.538726413094081910e-14
1.280000000000000027e+00,8.635038141980171111e-02,-1.513229405848361964e+00,1.570796326794896558e+00,-1.628363247741430930e+00,-1.570796326794896558e+00,5.756692094653446945e-02,1.709491451754066027e-01,1.139660967836044203e-01,0.000000000000000000e+00,-1.139660967836043787e-01,0.000000000000000000e+00,1.139660967836043926e-01,1.751998967691499876e-01,1.167999311794333389e-01,0.000000000000000000e+00,-1.167999311794332834e-01,0.000000000000000000e+00,1.167999311794333112e-01,1.573589754649675765e-01,-1.970074121901713227e+01,-1.738367972961097152e+01,-1.624487044191634366e+00,2.646089743266348548e-03,-3.710399424555504616e-14
1.312000000000000055e+00,9.191015284345752101e-02,-1.509522891565924896e+00,1.570796326794896558e+00,-1.632069762023868220e+00,-1.570796326794896558e+00,6.127343522897167605e-02,1.765267840118620313e-01,1.176845226745747014e-01,0.000000000000000000e+00,-1.176845226745746459e-01,0.000000000000000000e+00,1.176845226745746736e-01,1.733653472419548203e-01,1.155768981613032320e-01,0.000000000000000000e+00,-1.155768981613031765e-01,0.000000000000000000e+00,1.155768981613032043e-01,1.595261647977606057e-01,-1.985323033973725160e+01,-1.737996442142440401e+01,-1.624441151760990687e+00,2.646755477209258422e-03,1.004249385936758381e-13
1.344000000000000083e+00,9.764743159785063686e-02,-1.505698039062996152e+00,1.570796326794896558e+00,-1.635894614526796964e+00,-1.570796326794896558e+00,6.509828773190041995e-02,1.820421792940880856e-01,1.213614528627253997e-01,0.000000000000000000e+00,-1.213614528627253580e-01,0.000000000000000000e+00,1.213614528627253719e-01,1.713106628894168482e-01,1.142071085929445839e-01,0.000000000000000000e+00,-1.142071085929445284e-01,0.000000000000000000e+00,1.142071085929445562e-01,1.616136775653437274e-01,-2.001046990580600848e+01,-1.737596981014080200e+01,-1.624402911147359019e+00,2.644642025764394524e-03,6.330852291587594066e-14
1.376000000000000112e+00,1.035601141921929508e-01,-1.501756250666767878e+00,1.570796326794896558e+00,-1.639836402923025238e+00,-1.570796326794896558e+00,6.904007612812862460e-02,1.874883815805952758e-01,1.249922543870635311e-01,0.000000000000000000e+00,-1.249922543870634756e-01,0.000000000000000000e+00,1.249922543870635033e-01,1.690417732691207875e-01,1.126945155127472009e-01,0.000000000000000000e+00,-1.126945155127471593e-01,0.000000000000000000e+00,1.126945155127471732e-01,1.636151106680325817e-01,-2.017236835380025184e+01,-1.737167530537848492e+01,-1.624372502987627032e+00,2.639726017406292344e-03,-4.303237576492371213e-14
1.407999999999999918e+00,1.096458777895022302e-01,-1.497699074935228358e+00,1.570796326794896558e+00,-1.643893578654564758e+00,-1.570796326794896558e+00,7.309725185966814420e-02,1.928586311757365945e-01,1.285724207838244149e-01,0.000000000000000000e+00,-1.285724207838243593e-01,0.000000000000000000e+00,1.285724207838243871e-01,1.665646079386519374e-01,1.110430719591013055e-01,0.000000000000000000e+00,-1.110430719591012499e-01,0.000000000000000000e+00,1.110430719591012777e-01,1.655235204523716197e-01,-2.033882726789630624e+01,-1.736706031454250265e+01,-1.624350111230432825e+00,2.631982326015131282e-03,1.094581463735865520e-13
1.439999999999999947e+00,1.159021862784690438e-01,-1.493528202609250455e+00,1.570796326794896558e+00,-1.648064450980542661e+00,-1.570796326794896558e+00,7.726812418564601992e-02,1.981463581297080723e-01,1.320975720864720482e-01,0.000000000000000000e+00,-1.320975720864719927e-01,0.000000000000000000e+00,1.320975720864720204e-01,1.638850964555949585e-01,1.092567309703966622e-01,0.000000000000000000e+00,-1.092567309703966066e-01,0.000000000000000000e+00,1.092567309703966344e-01,1.673314534106224716e-01,-2.050974162377839605e+01,-1.736210431486314221e+01,-1.624335936143234349e+00,2.621384608740662953e-03,-7.196041275473256595e-14
1.471999999999999975e+00,1.223262963453236735e-01,-1.489245462564680711e+00,1.570796326794896558e+00,-1.652347191025112405e+00,-1.570796326794896558e+00,8.155086423021577768e-02,2.033451822385480834e-01,1.355634548256987315e-01,0.000000000000000000e+00,-1.355634548256986760e-01,0.000000000000000000e+00,1.355634548256987038e-01,1.610091683775351501e-01,1.073394455850234519e-01,0.000000000000000000e+00,-1.073394455850234103e-01,0.000000000000000000e+00,1.073394455850234241e-01,1.690309796186424685e-01,-2.068500001875447580e+01,-1.735678692672405177e+01,-1.624330180263223289e+00,2.607905850624075723e-03,7.409939726823778327e-14
1.504000000000000004e+00,1.289152635457029850e-01,-1.484852817764427790e+00,1.570796326794896558e+00,-1.656739835825365104e+00,-1.570796326794896558e+00,8.594350903046864276e-02,2.084489130441378180e-01,1.389659420294252212e-01,0.000000000000000000e+00,-1.389659420294251657e-01,0.000000000000000000e+00,1.389659420294251935e-01,1.579427532620573671e-01,1.052951688413716058e-01,0.000000000000000000e+00,-1.052951688413715503e-01,0.000000000000000000e+00,1.052951688413715781e-01,1.706137288626605464e-01,-2.086448492436547753e+01,-1.735108798325469337e+01,-1.624333057791208290e+00,2.591518908443374899e-03,-2.425627742217236794e-13
1.536000000000000032e+00,1.356659483765176866e-01,-1.480352361210551360e+00,1.570796326794896558e+00,-1.661240292379241756e+00,-1.570796326794896558e+00,9.044396558434512901e-02,2.134515498342015039e-01,1.423010332228010211e-01,0.000000000000000000e+00,-1.423010332228009656e-01,0.000000000000000000e+00,1.423010332228009933e-01,1.546917806667466311e-01,1.031278537778310966e-01,0.000000000000000000e+00,-1.031278537778310550e-01,0.000000000000000000e+00,1.031278537778310689e-01,1.720709294824186997e-01,-2.104807293450359751e+01,-1.734498760186215449e+01,-1.624344781926932324e+00,2.572197049853431738e-03,2.077264693533021104e-14
1.568000000000000060e+00,1.425750223478191026e-01,-1.475746311896350527e+00,1.570796326794896558e+00,-1.665846341693442589e+00,-1.570796326794896558e+00,9.505001489854605912e-02,2.183472816423057128e-01,1.455648544282038270e-01,0.000000000000000000e+00,-1.455648544282037715e-01,0.000000000000000000e+00,1.455648544282037993e-01,1.512621801491877416e-01,1.008414534327918555e-01,0.000000000000000000e+00,-1.008414534327918000e-01,0.000000000000000000e+00,1.008414534327918277e-01,1.733934498725997753e-01,-2.123563502467761666e+01,-1.733846625698917165e+01,-1.624365570686102656e+00,2.549914490625614701e-03,2.480463996986351213e-13
1.600000000000000089e+00,1.496389740546662517e-01,-1.471037010758452279e+00,1.570796326794896558e+00,-1.670555642831340615e+00,-1.570796326794896558e+00,9.975931603644416779e-02,2.231304872478597767e-01,1.487536581652398604e-01,0.000000000000000000e+00,-1.487536581652398049e-01,0.000000000000000000e+00,1.487536581652398326e-01,1.476598812669659422e-01,9.843992084464397996e-02,0.000000000000000000e+00,-9.843992084464393832e-02,0.000000000000000000e+00,9.843992084464395220e-02,1.745718426204522222e-01,-2.142703681462132792e+01,-1.733150485827274423e+01,-1.624395640633005788e+00,2.524646928265451232e-03,-6.068460254081775963e-14
1.632000000000000117e+00,1.568541152489924817e-01,-1.466226916628901478e+00,1.570796326794896558e+00,-1.675365736960891638e+00,-1.570796326794896558e+00,1.045694101659949832e-01,2.277957351761159266e-01,1.518638234507439788e-01,0.000000000000000000e+00,-1.518638234507438955e-01,0.000000000000000000e+00,1.518638234507439511e-01,1.438908135776663377e-01,9.592720905177756774e-02,0.000000000000000000e+00,-9.592720905177752611e-02,0.000000000000000000e+00,9.592720905177753998e-02,1.755963911348911999e-01,-2.162213883419326876e+01,-1.732408481992798599e+01,-1.624435208448196111e+00,2.496372051268935018e-03,-2.763370793891649148e-13
1.664000000000000146e+00,1.642165869114730059e-01,-1.461318602187247961e+00,1.570796326794896558e+00,-1.680274051402545155e+00,-1.570796326794896558e+00,1.094777246076486521e-01,2.323377836981691813e-01,1.548918557987794820e-01,0.000000000000000000e+00,-1.548918557987793987e-01,0.000000000000000000e+00,1.548918557987794542e-01,1.399609066388735890e-01,9.330727109258239726e-02,0.000000000000000000e+00,-9.330727109258235563e-02,0.000000000000000000e+00,9.330727109258238339e-02,1.764571587785199736e-01,-2.182079680111425191e+01,-1.731618814189063116e+01,-1.624484484680958074e+00,2.465070049696219991e-03,-3.974708202399865330e-14
1.695999999999999952e+00,1.717223653233911906e-01,-1.456314749912635653e+00,1.570796326794896558e+00,-1.685277903677157241e+00,-1.570796326794896558e+00,1.144815768822607938e-01,2.367515808309569036e-01,1.578343872206379450e-01,0.000000000000000000e+00,-1.578343872206378895e-01,0.000000000000000000e+00,1.578343872206379173e-01,1.358760900081728007e-01,9.058406000544855230e-02,0.000000000000000000e+00,-9.058406000544851067e-02,0.000000000000000000e+00,9.058406000544853842e-02,1.771440402507549750e-01,-2.202286189768123492e+01,-1.730779747496537979e+01,-1.624543676079787557e+00,2.430724104693837359e-03,-1.231171542636216932e-13
