time,q1,q2,q3,q4,q5,q6,q1_dot,q2_dot,q3_dot,q4_dot,q5_dot,q6_dot,q1_ddot,q2_ddot,q3_ddot,q4_ddot,q5_ddot,q6_ddot,tau1,tau2,tau3,tau4,tau5,tau6
2.815999999999999837e+00,4.847822017870432876e-01,-1.247608192270200922e+00,1.570796326794896558e+00,-1.893984461319591972e+00,-1.570796326794896558e+00,3.231881345246955251e-01,2.851882862266849616e-01,1.901255241511233263e-01,0.000000000000000000e+00,-1.901255241511232430e-01,0.000000000000000000e+00,1.901255241511232985e-01,-5.861293553297761832e-02,-3.907529035531841916e-02,-0.000000000000000000e+00,3.907529035531839834e-02,-0.000000000000000000e+00,-3.907529035531840528e-02,3.373070051238613587e-02,-2.991972262447012199e+01,-1.664973650809326600e+01,-1.633153460386937761e+00,-4.212845260032319246e-04,1.019039339955219192e-13
2.847999999999999865e+00,4.938772395769681078e-01,-1.241544833743584375e+00,1.570796326794896558e+00,-1.900047819846208519e+00,-1.570796326794896558e+00,3.292514930513120719e-01,2.832211085555318419e-01,1.888140723703545798e-01,0.000000000000000000e+00,-1.888140723703544965e-01,0.000000000000000000e+00,1.888140723703545520e-01,-6.432541572075936576e-02,-4.288361048050624846e-02,-0.000000000000000000e+00,4.288361048050622765e-02,-0.000000000000000000e+00,-4.288361048050623459e-02,2.463044476237422065e-02,-3.013113362298320652e+01,-1.662186779461487163e+01,-1.633542875329534683e+00,-5.293029577609104520e-04,-7.917596023595429686e-14
2.879999999999999893e+00,5.029064136438239352e-01,-1.235525384365680601e+00,1.570796326794896558e+00,-1.906067269224112515e+00,-1.570796326794896558e+00,3.352709424292159013e-01,2.810721474492363092e-01,1.873814316328242247e-01,0.000000000000000000e+00,-1.873814316328241414e-01,0.000000000000000000e+00,1.873814316328241969e-01,-6.997341196980458311e-02,-4.664894131320306003e-02,-0.000000000000000000e+00,4.664894131320303922e-02,-0.000000000000000000e+00,-4.664894131320305309e-02,1.535078486477187143e-02,-3.033989056033012588e+01,-1.659373042246369678e+01,-1.633934805999124551e+00,-6.370333268515761434e-04,-2.873683757419375777e-13
2.911999999999999922e+00,5.118639409454414091e-01,-1.229553699497935693e+00,1.570796326794896558e+00,-1.912038954091857423e+00,-1.570796326794896558e+00,3.412426272969609209e-01,2.787435612667583107e-01,1.858290408445055775e-01,0.000000000000000000e+00,-1.858290408445054942e-01,0.000000000000000000e+00,1.858290408445055497e-01,-7.555099472252761739e-02,-5.036732981501842316e-02,-0.000000000000000000e+00,5.036732981501839540e-02,-0.000000000000000000e+00,-5.036732981501840928e-02,5.909213449821648645e-03,-3.054587628369693775e+01,-1.656535420917646562e+01,-1.634328600252908492e+00,-7.443032215445929793e-04,2.526331140288057037e-13
2.943999999999999950e+00,5.207441105430701267e-01,-1.223633586432849807e+00,1.570796326794896558e+00,-1.917959067156943309e+00,-1.570796326794896558e+00,3.471627403620467511e-01,2.762376981129029963e-01,1.841584654086020345e-01,0.000000000000000000e+00,-1.841584654086019512e-01,0.000000000000000000e+00,1.841584654086019790e-01,-8.105223442134432132e-02,-5.403482294756288551e-02,-0.000000000000000000e+00,5.403482294756286469e-02,-0.000000000000000000e+00,-5.403482294756287857e-02,-3.675956656994883165e-03,-3.074897825370158344e+01,-1.653676964702829366e+01,-1.634723593061843783e+00,-8.509399981283574102e-04,6.394805075683193354e-14
2.975999999999999979e+00,5.295412896732476504e-01,-1.217768800346064717e+00,1.570796326794896558e+00,-1.923823853243728177e+00,-1.570796326794896558e+00,3.530275264488317855e-01,2.735570958383146678e-01,1.823713972255431304e-01,0.000000000000000000e+00,-1.823713972255430471e-01,0.000000000000000000e+00,1.823713972255431026e-01,-8.647120150866847987e-02,-5.764746767244566250e-02,-0.000000000000000000e+00,5.764746767244564168e-02,-0.000000000000000000e+00,-5.764746767244564862e-02,-1.338564313857955324e-02,-3.094908860171483411e+01,-1.650800782309785930e+01,-1.635119104362893649e+00,-9.567711366625994548e-04,8.444232611017019804e-13
3.008000000000000007e+00,5.382499298196651294e-01,-1.211963040248453138e+00,1.570796326794896558e+00,-1.929629613341339756e+00,-1.570796326794896558e+00,3.588332865464433641e-01,2.707044820394844398e-01,1.804696546929896728e-01,0.000000000000000000e+00,-1.804696546929895895e-01,0.000000000000000000e+00,1.804696546929896173e-01,-9.180196642691637599e-02,-6.120131095127758630e-02,-0.000000000000000000e+00,6.120131095127756549e-02,-0.000000000000000000e+00,-6.120131095127757936e-02,-2.320004772585483599e-02,-3.114610417004699983e+01,-1.647910034063177065e+01,-1.635514444736304807e+00,-1.061624616367966810e-03,1.199965962147560603e-13
3.040000000000000036e+00,5.468645727850356408e-01,-1.206219944938206057e+00,1.570796326794896558e+00,-1.935372708651586837e+00,-1.570796326794896558e+00,3.645763818566903902e-01,2.676827740587432447e-01,1.784551827058288576e-01,0.000000000000000000e+00,-1.784551827058287743e-01,0.000000000000000000e+00,1.784551827058288298e-01,-9.703859961850257176e-02,-6.469239974566838580e-02,-0.000000000000000000e+00,6.469239974566835805e-02,-0.000000000000000000e+00,-6.469239974566837192e-02,-3.309871218297938400e-02,-3.133992654245549048e+01,-1.645007923465270849e+01,-1.635908916478690189e+00,-1.165329235869769350e-03,2.194307492005428084e-14
3.072000000000000064e+00,5.553798567629596450e-01,-1.200543088952923387e+00,1.570796326794896558e+00,-1.941049564636869507e+00,-1.570796326794896558e+00,3.702532378419731152e-01,2.644950789842658301e-01,1.763300526561772386e-01,0.000000000000000000e+00,-1.763300526561771553e-01,0.000000000000000000e+00,1.763300526561771830e-01,-1.021751715258415599e-01,-6.811678101722772050e-02,-0.000000000000000000e+00,6.811678101722769274e-02,-0.000000000000000000e+00,-6.811678101722770662e-02,-4.306057646291265584e-02,-3.153046206501255355e+01,-1.642097688855473692e+01,-1.636301810068332419e+00,-1.267714958471470458e-03,-1.420960285508601096e-13
3.104000000000000092e+00,5.637905224097929935e-01,-1.194935978521701081e+00,1.570796326794896558e+00,-1.946656675068091813e+00,-1.570796326794896558e+00,3.758603482731953105e-01,2.611446936500691485e-01,1.740964624333794508e-01,0.000000000000000000e+00,-1.740964624333793953e-01,0.000000000000000000e+00,1.740964624333794231e-01,-1.072057525913492765e-01,-7.147050172756619357e-02,-0.000000000000000000e+00,7.147050172756616582e-02,-0.000000000000000000e+00,-7.147050172756617969e-02,-5.306403859055243422e-02,-3.171762186362970226e+01,-1.639182594961273765e+01,-1.636692410563418631e+00,-1.368613195064448829e-03,1.922982432557239850e-13
3.136000000000000121e+00,5.720914189165138275e-01,-1.189402047517220673e+00,1.570796326794896558e+00,-1.952190606072572221e+00,-1.570796326794896558e+00,3.813942792776758295e-01,2.576351046360134678e-01,1.717567364240090155e-01,0.000000000000000000e+00,-1.717567364240089323e-01,0.000000000000000000e+00,1.717567364240089878e-01,-1.121244132574399782e-01,-7.474960883829333269e-02,-0.000000000000000000e+00,7.474960883829330494e-02,-0.000000000000000000e+00,-7.474960883829331881e-02,-6.308701597706629915e-02,-3.190132183384214315e+01,-1.636265924441994457e+01,-1.637079999023939081e+00,-1.467857105049338732e-03,-2.023557476729522447e-13
3.168000000000000149e+00,5.802775100805882547e-01,-1.183944653407837722e+00,1.570796326794896558e+00,-1.957648000181955172e+00,-1.570796326794896558e+00,3.868516733870588364e-01,2.539699882678013165e-01,1.693133255118675629e-01,0.000000000000000000e+00,-1.693133255118674796e-01,0.000000000000000000e+00,1.693133255118675073e-01,-1.169252239665286991e-01,-7.795014931101915123e-02,-0.000000000000000000e+00,7.795014931101910960e-02,-0.000000000000000000e+00,-7.795014931101912348e-02,-7.310700778705470082e-02,-3.208148264606732170e+01,-1.633350968791718572e+01,-1.637463851425132955e+00,-1.565281851487787144e-03,-1.339332341134380989e-13
3.200000000000000178e+00,5.883438803778406889e-01,-1.178567073209669358e+00,1.570796326794896558e+00,-1.963025580380123536e+00,-1.570796326794896558e+00,3.922292535852270889e-01,2.501532106169773728e-01,1.667688070779849430e-01,0.000000000000000000e+00,-1.667688070779848875e-01,0.000000000000000000e+00,1.667688070779849152e-01,-1.216022551610310282e-01,-8.106817010735402340e-02,-0.000000000000000000e+00,8.106817010735399565e-02,-0.000000000000000000e+00,-8.106817010735400952e-02,-8.310115801791791157e-02,-3.225802971846741940e+01,-1.630441020756269666e+01,-1.637843240421182012e+00,-1.660724836330364695e-03,-4.318756889212042419e-14
3.232000000000000206e+00,5.962857410343140874e-01,-1.173272499438687166e+00,1.570796326794896558e+00,-1.968320154151105950e+00,-1.570796326794896558e+00,3.975238273562093916e-01,2.461888275009312399e-01,1.641258850006208359e-01,0.000000000000000000e+00,-1.641258850006207803e-01,0.000000000000000000e+00,1.641258850006208081e-01,-1.261495772833610973e-01,-8.409971818890740747e-02,-0.000000000000000000e+00,8.409971818890737971e-02,-0.000000000000000000e+00,-8.409971818890739359e-02,-9.304631892318292186e-02,-3.243089319813433491e+01,-1.627539364789778276e+01,-1.638217438463978715e+00,-1.754025926607600747e-03,-2.385687188500301677e-13
3.264000000000000234e+00,6.040984360981468404e-01,-1.168064036062798516e+00,1.570796326794896558e+00,-1.973528617526994378e+00,-1.570796326794896558e+00,4.027322907320978751e-01,2.420810844828930053e-01,1.613873896552620313e-01,0.000000000000000000e+00,-1.613873896552619480e-01,0.000000000000000000e+00,1.613873896552620035e-01,-1.305612607759346344e-01,-8.704084051728977478e-02,-0.000000000000000000e+00,8.704084051728973315e-02,-0.000000000000000000e+00,-8.704084051728974702e-02,-1.029191144927647378e-01,-3.260000792901593769e+01,-1.624649268667265289e+01,-1.638585717733135549e+00,-1.845027644259231853e-03,2.993902582771876261e-14
3.296000000000000263e+00,6.117774485114297889e-01,-1.162944694453943217e+00,1.570796326794896558e+00,-1.978647959135849677e+00,-1.570796326794896558e+00,4.078516323409531186e-01,2.378344168719369045e-01,1.585562779146246215e-01,0.000000000000000000e+00,-1.585562779146245660e-01,0.000000000000000000e+00,1.585562779146245938e-01,-1.348313760811666873e-01,-8.988758405411113872e-02,-0.000000000000000000e+00,8.988758405411109709e-02,-0.000000000000000000e+00,-8.988758405411111096e-02,-1.126960036173236257e-01,-3.276531341351473259e+01,-1.621773975568612869e+01,-1.638947351433044597e+00,-1.933575326928750875e-03,1.315632706305226389e-13
3.328000000000000291e+00,6.193184061820801167e-01,-1.157917389340176406e+00,1.570796326794896558e+00,-1.983675264249616488e+00,-1.570796326794896558e+00,4.128789374547200408e-01,2.334534497229778793e-01,1.556356331486519473e-01,0.000000000000000000e+00,-1.556356331486518640e-01,0.000000000000000000e+00,1.556356331486518918e-01,-1.389539936414715682e-01,-9.263599576098106858e-02,-0.000000000000000000e+00,9.263599576098102695e-02,-0.000000000000000000e+00,-9.263599576098104083e-02,-1.223533426798448925e-01,-3.292675376926856501e+01,-1.618916695071271050e+01,-1.639301616838571896e+00,-2.019517273706535054e-03,2.249923417002547962e-13
3.359999999999999876e+00,6.267170880557043633e-01,-1.152984934757760316e+00,1.570796326794896558e+00,-1.988607718832032578e+00,-1.570796326794896558e+00,4.178113920371361867e-01,2.289429978367763241e-01,1.526286652245175679e-01,0.000000000000000000e+00,-1.526286652245175124e-01,0.000000000000000000e+00,1.526286652245175401e-01,-1.429231838992652548e-01,-9.528212259951018837e-02,-0.000000000000000000e+00,9.528212259951014673e-02,-0.000000000000000000e+00,-9.528212259951017449e-02,-1.318674472584068225e-01,-3.308427767943350517e+01,-1.616080594813548643e+01,-1.639647792604502108e+00,-2.102704871923902815e-03,-8.944158421757274817e-14
3.391999999999999904e+00,6.339694301874679860e-01,-1.148150040003251160e+00,1.570796326794896558e+00,-1.993442613586541734e+00,-1.570796326794896558e+00,4.226462867916452870e-01,2.243080657599329231e-01,1.495387105066219580e-01,0.000000000000000000e+00,-1.495387105066219025e-01,0.000000000000000000e+00,1.495387105066219302e-01,-1.467330172969616708e-01,-9.782201153130780369e-02,-0.000000000000000000e+00,9.782201153130776206e-02,-0.000000000000000000e+00,-9.782201153130777593e-02,-1.412146527027655085e-01,-3.323783834090496470e+01,-1.613268792717522260e+01,-1.639985164592731914e+00,-2.182992670916740919e-03,-7.075813471803314199e-15
3.423999999999999932e+00,6.410715318139609264e-01,-1.143415305585589348e+00,1.570796326794896558e+00,-1.998177348004203768e+00,-1.570796326794896558e+00,4.273810212093072103e-01,2.195538477848922587e-01,1.463692318565948669e-01,0.000000000000000000e+00,-1.463692318565947836e-01,0.000000000000000000e+00,1.463692318565948114e-01,-1.503775642769760446e-01,-1.002517095179840528e-01,-0.000000000000000000e+00,1.002517095179840112e-01,-0.000000000000000000e+00,-1.002517095179840251e-01,-1.503713732802267888e-01,-3.338739340689041768e+01,-1.610484347978972863e+01,-1.640313024848714551e+00,-2.260238467424338302e-03,-7.088177152031196586e-14
3.455999999999999961e+00,6.480196614250637310e-01,-1.138783219178187256e+00,1.570796326794896558e+00,-2.002809434411605416e+00,-1.570796326794896558e+00,4.320131076167091355e-01,2.146857279499423399e-01,1.431238186332949303e-01,0.000000000000000000e+00,-1.431238186332948470e-01,0.000000000000000000e+00,1.431238186332949025e-01,-1.538508952817245479e-01,-1.025672635211497125e-01,-0.000000000000000000e+00,1.025672635211496708e-01,-0.000000000000000000e+00,-1.025672635211496847e-01,-1.593141597459413472e-01,-3.353290492541422196e+01,-1.607730254405458581e+01,-1.640630671290243425e+00,-2.334303346992967591e-03,1.049443279231280503e-13
3.487999999999999989e+00,6.548102628358170030e-01,-1.134256151571018556e+00,1.570796326794896558e+00,-2.007336502018774560e+00,-1.570796326794896558e+00,4.365401752238779465e-01,2.097092800392121037e-01,1.398061866928080876e-01,0.000000000000000000e+00,-1.398061866928080321e-01,0.000000000000000000e+00,1.398061866928080599e-01,-1.571470807536206604e-01,-1.047647205024137829e-01,-0.000000000000000000e+00,1.047647205024137412e-01,-0.000000000000000000e+00,-1.047647205024137690e-01,-1.680197550810463569e-01,-3.367433928407246668e+01,-1.605009431152391031e+01,-1.640937410878944736e+00,-2.405051694939275893e-03,2.101376879953206422e-13
3.520000000000000018e+00,6.614399612582861909e-01,-1.129836352622705764e+00,1.570796326794896558e+00,-2.011756300967087352e+00,-1.570796326794896558e+00,4.409599741721907940e-01,2.046302675826753570e-01,1.364201783884502472e-01,0.000000000000000000e+00,-1.364201783884501917e-01,0.000000000000000000e+00,1.364201783884502195e-01,-1.602601911350805264e-01,-1.068401274233870268e-01,-0.000000000000000000e+00,1.068401274233869852e-01,-0.000000000000000000e+00,-1.068401274233870130e-01,-1.764651482233864366e-01,-3.381166714153317088e+01,-1.602324716026611995e+01,-1.641232558827342203e+00,-2.472351210212793589e-03,-2.834366573639796813e-13
3.552000000000000046e+00,6.679055693734298194e-01,-1.125525947212610012e+00,1.570796326794896558e+00,-2.016066706377182882e+00,-1.570796326794896558e+00,4.452703795822865462e-01,1.994546438561462798e-01,1.329697625707642050e-01,0.000000000000000000e+00,-1.329697625707641495e-01,0.000000000000000000e+00,1.329697625707641773e-01,-1.631842968685182915e-01,-1.087895312456788749e-01,-0.000000000000000000e+00,1.087895312456788194e-01,-0.000000000000000000e+00,-1.087895312456788471e-01,-1.846276256591034559e-01,-3.394486336711749175e+01,-1.599678857547874422e+01,-1.641515443092577131e+00,-2.536072872628326261e-03,-9.775803951336625183e-14
3.584000000000000075e+00,6.742040934029653876e-01,-1.121326931192919485e+00,1.570796326794896558e+00,-2.020265722396873187e+00,-1.570796326794896558e+00,4.494693956019769066e-01,1.941885518812829781e-01,1.294590345875220039e-01,0.000000000000000000e+00,-1.294590345875219484e-01,0.000000000000000000e+00,1.294590345875219761e-01,-1.659134683963492118e-01,-1.106089789308994931e-01,-0.000000000000000000e+00,1.106089789308994376e-01,-0.000000000000000000e+00,-1.106089789308994653e-01,-1.924848207267673694e-01,-3.407390697463813467e+01,-1.597074507772065566e+01,-1.641785401716198134e+00,-2.596090908424585671e-03,2.315829395441082806e-13
3.616000000000000103e+00,6.803327391812374891e-01,-1.117241167340738084e+00,1.570796326794896558e+00,-2.024351486249054588e+00,-1.570796326794896558e+00,4.535551594541583076e-01,1.888383244255874838e-01,1.258922162837250169e-01,0.000000000000000000e+00,-1.258922162837249614e-01,0.000000000000000000e+00,1.258922162837249892e-01,-1.684417761609891817e-01,-1.122945174406594776e-01,-0.000000000000000000e+00,1.122945174406594221e-01,-0.000000000000000000e+00,-1.122945174406594498e-01,-2.000147604969336190e-01,-3.419878106715280097e+01,-1.594514215264809920e+01,-1.642041784354249412e+00,-2.652282728065298752e-03,2.701395561434587187e-14
3.648000000000000131e+00,6.862889182270839328e-01,-1.113270381310173862e+00,1.570796326794896558e+00,-2.028322272279619032e+00,-1.570796326794896558e+00,4.575259454847226404e-01,1.834104840024018690e-01,1.222736560016012691e-01,0.000000000000000000e+00,-1.222736560016012136e-01,0.000000000000000000e+00,1.222736560016012414e-01,-1.707632906048519861e-01,-1.138421937365680092e-01,-0.000000000000000000e+00,1.138421937365679537e-01,-0.000000000000000000e+00,-1.138421937365679815e-01,-2.071959101863911634e-01,-3.431947277630543880e+01,-1.592000417917725663e+01,-1.642283950578433904e+00,-2.704528849093050524e-03,-4.013428839253555150e-14
3.680000000000000160e+00,6.920702538157045280e-01,-1.109416157584426799e+00,1.570796326794896558e+00,-2.032176496005366317e+00,-1.570796326794896558e+00,4.613801692104696484e-01,1.779117428709124371e-01,1.186078285806083099e-01,0.000000000000000000e+00,-1.186078285806082544e-01,0.000000000000000000e+00,1.186078285806082822e-01,-1.728720821703532418e-01,-1.152480547802355176e-01,-0.000000000000000000e+00,1.152480547802354621e-01,-0.000000000000000000e+00,-1.152480547802354899e-01,-2.140072149874623908e-01,-3.443597320080841939e+01,-1.589535436272177904e+01,-1.642511279130887569e+00,-2.752712807204756203e-03,-2.627761735825681550e-14
3.712000000000000188e+00,6.976745870505227654e-01,-1.105679935427881233e+00,1.570796326794896558e+00,-2.035912718161911883e+00,-1.570796326794896558e+00,4.651163913670151584e-01,1.723490030361483072e-01,1.148993353574322140e-01,0.000000000000000000e+00,-1.148993353574321724e-01,0.000000000000000000e+00,1.148993353574321863e-01,-1.747622212999069280e-01,-1.165081475332713085e-01,-0.000000000000000000e+00,1.165081475332712529e-01,-0.000000000000000000e+00,-1.165081475332712807e-01,-2.204281392691145591e-01,-3.454827735791174348e+01,-1.587121467401828667e+01,-1.642723160411492023e+00,-2.796721049541057730e-03,-2.312595560492619101e-14
3.744000000000000217e+00,7.030999829350607078e-01,-1.102063004838189197e+00,1.570796326794896558e+00,-2.039529648751603474e+00,-1.570796326794896558e+00,4.687333219567071385e-01,1.667293562489822745e-01,1.111529041659882061e-01,0.000000000000000000e+00,-1.111529041659881506e-01,0.000000000000000000e+00,1.111529041659881784e-01,-1.764277784359300771e-01,-1.176185189572867273e-01,-0.000000000000000000e+00,1.176185189572866857e-01,-0.000000000000000000e+00,-1.176185189572866996e-01,-2.264387031194535493e-01,-3.465638413676897756e+01,-1.584760577952287441e+01,-1.642918997108407053e+00,-2.836442817677503614e-03,-3.567136491648404200e-14
3.776000000000000245e+00,7.083447364447986727e-01,-1.098566502498363961e+00,1.570796326794896558e+00,-2.043026151091428932e+00,-1.570796326794896558e+00,4.722298242965324300e-01,1.610600840061278682e-01,1.073733893374185927e-01,0.000000000000000000e+00,-1.073733893374185372e-01,0.000000000000000000e+00,1.073733893374185649e-01,-1.778628240208361411e-01,-1.185752160138907885e-01,-0.000000000000000000e+00,1.185752160138907330e-01,-0.000000000000000000e+00,-1.185752160138907607e-01,-2.320195161829334274e-01,-3.476029624868894530e+01,-1.582454698631401335e+01,-1.643098210798878744e+00,-2.871770023038224158e-03,2.027649061944085277e-14
3.808000000000000274e+00,7.134073785990474592e-01,-1.095191407728864696e+00,1.570796326794896558e+00,-2.046401245860927975e+00,-1.570796326794896558e+00,4.756049190660316395e-01,1.553486575501421274e-01,1.035657717000947609e-01,0.000000000000000000e+00,-1.035657717000947192e-01,0.000000000000000000e+00,1.035657717000947331e-01,-1.790614284970406533e-01,-1.193742856646937828e-01,-0.000000000000000000e+00,1.193742856646937273e-01,-0.000000000000000000e+00,-1.193742856646937550e-01,-2.371518087881437364e-01,-3.486002019479761316e+01,-1.580205618248455224e+01,-1.643260237139618107e+00,-2.902597113177659335e-03,-7.530704926513394560e-14
3.839999999999999858e+00,7.182866825328120264e-01,-1.091938538439688466e+00,1.570796326794896558e+00,-2.049654115150104428e+00,-1.570796326794896558e+00,4.788577883552080361e-01,1.496027378694247956e-01,9.973515857961653963e-02,0.000000000000000000e+00,-9.973515857961649800e-02,0.000000000000000000e+00,9.973515857961651188e-02,-1.800176623069587867e-01,-1.200117748713058763e-01,-0.000000000000000000e+00,1.200117748713058347e-01,-0.000000000000000000e+00,-1.200117748713058624e-01,-2.418174603459400940e-01,-3.495556623150164199e+01,-1.578014977534392393e+01,-1.643404529167089345e+00,-2.928820929191382205e-03,5.002338425036805012e-14
3.871999999999999886e+00,7.229816695686601680e-01,-1.088808547082456446e+00,1.570796326794896558e+00,-2.052784106507336670e+00,-1.570796326794896558e+00,4.819877797124400565e-01,1.438301756982178492e-01,9.588678379881190872e-02,0.000000000000000000e+00,-9.588678379881186709e-02,0.000000000000000000e+00,9.588678379881188096e-02,-1.807255958930045203e-01,-1.204837305953363746e-01,-0.000000000000000000e+00,1.204837305953363191e-01,-0.000000000000000000e+00,-1.204837305953363469e-01,-2.459990250024137182e-01,-3.504694834754284472e+01,-1.575884264858752104e+01,-1.643530553798057126e+00,-2.950340564267622725e-03,6.624467620388793663e-14
3.903999999999999915e+00,7.274916152885879672e-01,-1.085801916602504580e+00,1.570796326794896558e+00,-2.055790736987288536e+00,-1.570796326794896558e+00,4.849944101923919781e-01,1.380390115166078291e-01,9.202600767773856660e-02,0.000000000000000000e+00,-9.202600767773852497e-02,0.000000000000000000e+00,9.202600767773853885e-02,-1.811792996975935821e-01,-1.207861997983957353e-01,-0.000000000000000000e+00,1.207861997983956936e-01,-0.000000000000000000e+00,-1.207861997983957075e-01,-2.496797545853013944e-01,-3.513418424971459331e+01,-1.573814809383254243e+01,-1.643637799662065690e+00,-2.967057215692396176e-03,9.875021842366004067e-14
3.935999999999999943e+00,7.318160556058902477e-01,-1.082918956390969800e+00,1.570796326794896558e+00,-2.058673697198823316e+00,-1.570796326794896558e+00,4.878773704039267578e-01,1.322374755505218158e-01,8.815831703368123828e-02,0.000000000000000000e+00,-8.815831703368119665e-02,0.000000000000000000e+00,8.815831703368121053e-02,-1.813728441631414223e-01,-1.209152294420942908e-01,-0.000000000000000000e+00,1.209152294420942492e-01,-0.000000000000000000e+00,-1.209152294420942630e-01,-2.528436187626424969e-01,-3.521729534652617133e+01,-1.571807777961692487e+01,-1.643725768515890584e+00,-2.978874038392174267e-03,5.791802790520909402e-14
3.967999999999999972e+00,7.359547928370212544e-01,-1.080159798236882240e+00,1.570796326794896558e+00,-2.061432855352910654e+00,-1.570796326794896558e+00,4.906365285580141511e-01,1.264339877717304550e-01,8.428932518115364592e-02,0.000000000000000000e+00,-8.428932518115361816e-02,0.000000000000000000e+00,8.428932518115363204e-02,-1.813002997320626308e-01,-1.208668664880417631e-01,-0.000000000000000000e+00,1.208668664880417215e-01,-0.000000000000000000e+00,-1.208668664880417493e-01,-2.554753224854253713e-01,-3.529630676203828443e+01,-1.569864168981145092e+01,-1.643793982615083138e+00,-2.985695999114937500e-03,-2.814789532595683597e-14
4.000000000000000000e+00,7.399079017734684349e-01,-1.077524392279250787e+00,1.570796326794896558e+00,-2.064068261310541885e+00,-1.570796326794896558e+00,4.932719345156456048e-01,1.206371578978478881e-01,8.042477193189860596e-02,0.000000000000000000e+00,-8.042477193189857820e-02,0.000000000000000000e+00,8.042477193189859208e-02,-1.809557368467722416e-01,-1.206371578978481796e-01,-0.000000000000000000e+00,1.206371578978481379e-01,-0.000000000000000000e+00,-1.206371578978481657e-01,-2.575603206316296467e-01,-3.537124733258944786e+01,-1.567984807962278992e+01,-1.643841981009042552e+00,-2.987429734668804737e-03,6.941792802294934254e-14
4.032000000000000028e+00,7.436757357536135649e-01,-1.075012502959153959e+00,1.570796326794896558e+00,-2.066580150630638713e+00,-1.570796326794896558e+00,4.957838238357423766e-01,1.148557853923298372e-01,7.657052359488657201e-02,0.000000000000000000e+00,-7.657052359488653037e-02,0.000000000000000000e+00,7.657052359488654425e-02,-1.803332259496846224e-01,-1.202221506331230955e-01,-0.000000000000000000e+00,1.202221506331230538e-01,-0.000000000000000000e+00,-1.202221506331230816e-01,-2.590848298681786011e-01,-3.544214963534116691e+01,-1.566170343871308290e+01,-1.643869319695267839e+00,-2.983983409900757382e-03,1.995888834986055531e-14
4.064000000000000057e+00,7.472589327346069732e-01,-1.072623704971825243e+00,1.570796326794896558e+00,-2.068968948617967651e+00,-1.570796326794896558e+00,4.981726218230712599e-01,1.090988594644745208e-01,7.273257297631635643e-02,0.000000000000000000e+00,-7.273257297631632867e-02,0.000000000000000000e+00,7.273257297631634255e-02,-1.794268374832157509e-01,-1.196178916554771765e-01,-0.000000000000000000e+00,1.196178916554771210e-01,-0.000000000000000000e+00,-1.196178916554771487e-01,-2.600358376584814835e-01,-3.550905001592569477e+01,-1.564421244636448272e+01,-1.643875574915832249e+00,-2.975266586880405666e-03,5.163482014090457410e-14
4.096000000000000085e+00,7.506584213642251147e-01,-1.070357379218746408e+00,1.570796326794896558e+00,-2.071235274371046486e+00,-1.570796326794896558e+00,5.004389475761500394e-01,1.033755590694242082e-01,6.891703937961614346e-02,0.000000000000000000e+00,-6.891703937961611570e-02,0.000000000000000000e+00,6.891703937961612958e-02,-1.782306418897803557e-01,-1.188204279265202418e-01,-0.000000000000000000e+00,1.188204279265202001e-01,-0.000000000000000000e+00,-1.188204279265202279e-01,-2.604011083781879732e-01,-3.557198862685837071e+01,-1.562737792706488094e+01,-1.643860340358707761e+00,-2.961190097174087616e-03,3.066162551435818952e-14
4.128000000000000114e+00,7.538754270527459056e-01,-1.068212708759732621e+00,1.570796326794896558e+00,-2.073379944830060495e+00,-1.570796326794896558e+00,5.025836180351639371e-01,9.769525290816423457e-02,6.513016860544283693e-02,0.000000000000000000e+00,-6.513016860544280917e-02,0.000000000000000000e+00,6.513016860544282305e-02,-1.767387096117933043e-01,-1.178258064078622214e-01,-0.000000000000000000e+00,1.178258064078621659e-01,-0.000000000000000000e+00,-1.178258064078621936e-01,-2.601691864454795389e-01,-3.563100948343382157e+01,-1.561120081915946223e+01,-1.643823225365035778e+00,-2.941665921161563252e-03,-8.643715292542730648e-15
4.160000000000000142e+00,7.569114780448096269e-01,-1.066188674765023325e+00,1.570796326794896558e+00,-2.075403978824769347e+00,-1.570796326794896558e+00,5.046076520298730106e-01,9.206749942751944749e-02,6.137833295167963860e-02,0.000000000000000000e+00,-6.137833295167961084e-02,0.000000000000000000e+00,6.137833295167962472e-02,-1.749451110916696306e-01,-1.166300740611131009e-01,-0.000000000000000000e+00,1.166300740611130454e-01,-0.000000000000000000e+00,-1.166300740611130732e-01,-2.593293963848853356e-01,-3.568616052961858287e+01,-1.559568013582648760e+01,-1.643763861959670391e+00,-2.916607077829701765e-03,-3.219888363282343262e-14
4.192000000000000171e+00,7.597684114912890418e-01,-1.064284052467370456e+00,1.570796326794896558e+00,-2.077308601122422438e+00,-1.570796326794896558e+00,5.065122743275259909e-01,8.650204682016146562e-02,5.766803121344098171e-02,0.000000000000000000e+00,-5.766803121344095395e-02,0.000000000000000000e+00,5.766803121344096783e-02,-1.728439167718243408e-01,-1.152292778478829216e-01,-0.000000000000000000e+00,1.152292778478828661e-01,-0.000000000000000000e+00,-1.152292778478828938e-01,-2.578718396846692573e-01,-3.573749369900641426e+01,-1.558081292925262673e+01,-1.643681895827546535e+00,-2.885927520895247012e-03,3.309619512958102587e-15
